,v_SEX,c_AGE,g_AREA_CODE_RESIDENCIAL_PHONE,d_PAYMENT_DAY,c_MONTHS_IN_RESIDENCE,c_MONTHS_IN_THE_JOB,t_profession,c_MATE_INCOME,c_PERSONAL_NET_INCOME,tgt,v_ID_SHOP_2,v_ID_SHOP_3,v_ID_SHOP_4,v_ID_SHOP_5,v_ID_SHOP_6,v_ID_SHOP_7,v_ID_SHOP_8,v_ID_SHOP_9,v_ID_SHOP_10,v_ID_SHOP_11,v_ID_SHOP_12,v_ID_SHOP_13,v_ID_SHOP_14,v_ID_SHOP_15,v_ID_SHOP_16,v_ID_SHOP_17,v_ID_SHOP_18,v_ID_SHOP_19,v_ID_SHOP_20,v_ID_SHOP_21,v_ID_SHOP_22,v_ID_SHOP_23,v_ID_SHOP_24,v_ID_SHOP_25,v_ID_SHOP_50,v_ID_SHOP_55,v_ID_SHOP_66,v_ID_SHOP_77,v_ID_SHOP_81,v_ID_SHOP_96,v_MARITAL_STATUS_D,v_MARITAL_STATUS_O,v_MARITAL_STATUS_S,v_MARITAL_STATUS_V,v_FLAG_RESIDENCIAL_PHONE_y,v_RESIDENCE_TYPE_c,v_RESIDENCE_TYPE_o,v_RESIDENCE_TYPE_p,v_RESIDENCE_TYPE_x,v_FLAG_MOTHERS_NAME_Y,v_FLAG_FATHERS_NAME_Y,v_FLAG_RESIDENCE_TOWN=WORKING_TOWN_Y,v_FLAG_RESIDENCE_STATE=WORKING_STATE_Y,v_FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS_Y,educational,healthcare,instruction,library,life,physical,practitioners,production,science,social,technical
45813,0,38,31,28,456,0,life physical social science,0,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
5919,1,36,31,20,360,12,healthcare practitioners technical,0,300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
29739,0,44,50,20,228,12,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
1760,0,21,31,8,96,12,healthcare practitioners technical,0,700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
3249,0,42,50,12,240,144,educational instruction library,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31707,1,20,31,8,24,12,life physical social science,0,700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
16831,1,41,50,8,108,156,healthcare practitioners technical,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
26722,0,19,31,3,108,0,educational instruction library,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45352,0,42,31,8,504,72,healthcare practitioners technical,400,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
6345,0,37,31,8,48,132,healthcare practitioners technical,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
36234,0,36,31,25,96,12,production,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44906,0,43,31,12,324,156,healthcare practitioners technical,0,900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
32307,0,43,31,12,48,0,educational instruction library,0,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40965,0,46,50,12,12,252,educational instruction library,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42802,1,28,31,12,96,108,healthcare practitioners technical,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
38985,0,36,31,20,192,60,healthcare practitioners technical,0,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
4016,0,19,31,12,96,0,healthcare practitioners technical,0,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
39883,1,43,50,18,480,12,educational instruction library,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32469,0,44,31,8,228,228,educational instruction library,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30668,0,20,31,12,12,12,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
20232,0,24,50,8,288,0,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
4441,1,34,31,18,360,24,healthcare practitioners technical,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
8073,1,24,31,3,12,0,life physical social science,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
40850,0,20,50,20,252,0,healthcare practitioners technical,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
24942,1,26,50,8,12,60,educational instruction library,0,800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37931,0,49,31,20,312,60,production,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16761,0,21,50,12,144,0,healthcare practitioners technical,0,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
12797,0,31,31,20,240,24,production,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47469,0,22,31,18,60,0,healthcare practitioners technical,700,300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
32424,0,35,50,25,96,12,educational instruction library,0,300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41121,1,19,50,28,228,0,healthcare practitioners technical,0,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
34967,0,30,50,20,120,48,healthcare practitioners technical,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
25352,0,32,31,12,120,0,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
4887,1,26,31,8,48,96,life physical social science,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
32276,0,54,50,28,12,12,production,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12327,1,21,31,3,24,24,life physical social science,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
17877,1,52,31,23,240,324,educational instruction library,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32237,0,26,50,12,312,0,healthcare practitioners technical,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
15830,0,47,31,8,180,0,healthcare practitioners technical,4000,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
19678,0,20,50,25,240,12,healthcare practitioners technical,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
27790,1,58,31,18,36,36,healthcare practitioners technical,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
7684,0,28,23,20,96,60,production,500,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13987,0,29,31,12,48,12,production,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45685,0,38,31,12,420,12,educational instruction library,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,0,19,50,18,240,12,production,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16147,0,41,31,25,180,36,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
3114,0,47,31,12,48,0,healthcare practitioners technical,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
18011,0,30,23,18,12,36,educational instruction library,0,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20715,0,46,31,18,336,12,educational instruction library,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18292,1,32,31,12,60,0,production,0,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33014,2,60,31,12,312,312,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
35941,0,33,31,12,0,60,educational instruction library,0,400,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18134,0,30,5,8,60,144,educational instruction library,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39675,0,54,31,12,192,0,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
14957,1,72,31,20,120,0,educational instruction library,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11147,1,20,50,12,12,48,healthcare practitioners technical,0,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
28115,0,57,31,8,228,0,educational instruction library,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33846,0,55,31,20,132,0,educational instruction library,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5747,0,45,31,8,132,0,healthcare practitioners technical,0,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
1938,0,36,31,25,240,12,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
21370,1,23,31,25,24,12,life physical social science,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
31622,0,24,31,28,84,60,healthcare practitioners technical,300,500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
44497,0,46,31,28,480,300,production,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41920,0,45,31,12,0,12,educational instruction library,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19620,1,49,31,8,12,180,healthcare practitioners technical,0,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
16905,0,30,31,18,360,120,healthcare practitioners technical,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
46507,0,31,31,25,360,0,educational instruction library,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33644,1,20,31,12,240,12,healthcare practitioners technical,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
38274,0,19,31,8,24,60,educational instruction library,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20615,0,22,50,18,180,12,production,0,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26702,1,56,31,20,96,72,educational instruction library,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5702,0,54,31,25,168,0,healthcare practitioners technical,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
6882,2,40,31,18,420,12,life physical social science,0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
17999,1,42,50,8,72,0,healthcare practitioners technical,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
28994,0,42,50,8,108,120,healthcare practitioners technical,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258
42641,0,45,31,25,156,312,educational instruction library,0,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.5773502691896257,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
